date	time	source_timestamp	Canada - Alberta	Canada - British Columbia	Canada - Grand Princess	Canada - Manitoba	Canada - New Brunswick	Canada - Newfoundland and Labrador	Canada - Nova Scotia	Canada - Ontario	Canada - Prince Edward Island	Canada - Quebec	Canada - Saskatchewan
2020-04-17	23:42:33	2020-04-17 23:42:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:43:41	2020-04-17 23:43:41	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:44:35	2020-04-17 23:44:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:45:33	2020-04-17 23:45:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:46:34	2020-04-17 23:46:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:47:37	2020-04-17 23:47:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:48:37	2020-04-17 23:48:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:49:37	2020-04-17 23:49:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:50:33	2020-04-17 23:50:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:51:35	2020-04-17 23:51:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:52:39	2020-04-17 23:52:39	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:53:33	2020-04-17 23:53:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:54:35	2020-04-17 23:54:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:55:34	2020-04-17 23:55:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:56:35	2020-04-17 23:56:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:57:37	2020-04-17 23:57:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:58:34	2020-04-17 23:58:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-17	23:59:35	2020-04-17 23:59:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:00:36	2020-04-18 07:00:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:01:36	2020-04-18 07:01:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:02:35	2020-04-18 07:02:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:03:36	2020-04-18 07:03:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:05:04	2020-04-18 07:05:04	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:05:33	2020-04-18 07:05:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:06:36	2020-04-18 07:06:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:07:34	2020-04-18 07:07:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:08:38	2020-04-18 07:08:38	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:09:37	2020-04-18 07:09:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:10:34	2020-04-18 07:10:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:11:33	2020-04-18 07:11:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:12:34	2020-04-18 07:12:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:13:35	2020-04-18 07:13:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:14:35	2020-04-18 07:14:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:15:33	2020-04-18 07:15:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:16:33	2020-04-18 07:16:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:17:35	2020-04-18 07:17:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:18:33	2020-04-18 07:18:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:19:34	2020-04-18 07:19:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:20:34	2020-04-18 07:20:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:21:53	2020-04-18 07:21:53	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:22:33	2020-04-18 07:22:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:23:43	2020-04-18 07:23:43	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:24:48	2020-04-18 07:24:48	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:25:34	2020-04-18 07:25:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:26:37	2020-04-18 07:26:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:27:35	2020-04-18 07:27:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:28:36	2020-04-18 07:28:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:29:36	2020-04-18 07:29:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:30:36	2020-04-18 07:30:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:31:36	2020-04-18 07:31:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:32:36	2020-04-18 07:32:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:33:39	2020-04-18 07:33:39	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:34:38	2020-04-18 07:34:38	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:35:36	2020-04-18 07:35:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:36:50	2020-04-18 07:36:50	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:37:34	2020-04-18 07:37:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:38:38	2020-04-18 07:38:38	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:39:45	2020-04-18 07:39:45	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:40:36	2020-04-18 07:40:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:41:39	2020-04-18 07:41:39	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:42:32	2020-04-18 07:42:32	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:43:39	2020-04-18 07:43:39	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:44:33	2020-04-18 07:44:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:45:40	2020-04-18 07:45:40	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:46:36	2020-04-18 07:46:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:47:35	2020-04-18 07:47:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:48:36	2020-04-18 07:48:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:49:35	2020-04-18 07:49:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:50:37	2020-04-18 07:50:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:51:35	2020-04-18 07:51:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:52:36	2020-04-18 07:52:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:53:35	2020-04-18 07:53:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:54:41	2020-04-18 07:54:41	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:55:36	2020-04-18 07:55:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:56:40	2020-04-18 07:56:40	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:57:33	2020-04-18 07:57:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:58:33	2020-04-18 07:58:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	07:59:44	2020-04-18 07:59:44	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:00:34	2020-04-18 15:00:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:01:35	2020-04-18 15:01:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:02:36	2020-04-18 15:02:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:03:39	2020-04-18 15:03:39	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:04:32	2020-04-18 15:04:32	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:05:35	2020-04-18 15:05:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:06:36	2020-04-18 15:06:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:07:34	2020-04-18 15:07:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:08:34	2020-04-18 15:08:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:09:42	2020-04-18 15:09:42	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:10:35	2020-04-18 15:10:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:11:37	2020-04-18 15:11:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:12:42	2020-04-18 15:12:42	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:13:36	2020-04-18 15:13:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:14:37	2020-04-18 15:14:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:15:35	2020-04-18 15:15:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:16:33	2020-04-18 15:16:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:17:49	2020-04-18 15:17:49	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:18:36	2020-04-18 15:18:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:19:54	2020-04-18 15:19:54	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:20:35	2020-04-18 15:20:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:21:36	2020-04-18 15:21:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:22:35	2020-04-18 15:22:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:23:33	2020-04-18 15:23:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:24:36	2020-04-18 15:24:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:25:35	2020-04-18 15:25:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:26:36	2020-04-18 15:26:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:27:34	2020-04-18 15:27:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:28:35	2020-04-18 15:28:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:29:34	2020-04-18 15:29:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:30:38	2020-04-18 15:30:38	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:31:37	2020-04-18 15:31:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:32:37	2020-04-18 15:32:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:33:38	2020-04-18 15:33:38	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:34:35	2020-04-18 15:34:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:35:42	2020-04-18 15:35:42	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:36:37	2020-04-18 15:36:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:37:39	2020-04-18 15:37:39	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:38:37	2020-04-18 15:38:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:39:38	2020-04-18 15:39:38	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:40:33	2020-04-18 15:40:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:41:38	2020-04-18 15:41:38	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:42:36	2020-04-18 15:42:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:43:36	2020-04-18 15:43:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:44:36	2020-04-18 15:44:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:45:36	2020-04-18 15:45:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:46:36	2020-04-18 15:46:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:47:33	2020-04-18 15:47:33	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:48:35	2020-04-18 15:48:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:49:34	2020-04-18 15:49:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:50:31	2020-04-18 15:50:31	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
